"ulb","receiptdate","receiptnumber","createdtime","amountpaid","feetype"
"Bhubaneswar","2021-12-06","12/2021-22/003362","2021-12-06",1128.00,"WS Monthly Fee"
"Aska","2021-12-06","12/2021-22/003452","2021-12-06",631.00,"WS Monthly Fee"
"Bhubaneswar","2021-12-07","12/2021-22/003505","2021-12-07",1560.00,"WS Monthly Fee"
"Dhenkanal","2021-12-07","12/2021-22/003584","2021-12-07",290.00,"WS Monthly Fee"
"Aska","2021-12-07","12/2021-22/003618","2021-12-07",1043.00,"WS Monthly Fee"
"Aska","2021-12-07","12/2021-22/003621","2021-12-07",342.00,"WS Monthly Fee"
"Aska","2021-12-07","12/2021-22/003636","2021-12-07",560.00,"WS Monthly Fee"
"Aska","2021-12-07","12/2021-22/003640","2021-12-07",56.00,"WS Monthly Fee"
"Aska","2021-12-07","12/2021-22/003642","2021-12-07",56.00,"WS Monthly Fee"
"Aska","2021-12-07","12/2021-22/003645","2021-12-07",420.00,"WS Monthly Fee"
"Aska","2021-12-07","12/2021-22/003646","2021-12-07",145.00,"WS Monthly Fee"
"Aska","2021-12-07","12/2021-22/003648","2021-12-07",145.00,"WS Monthly Fee"
"Bhubaneswar","2021-12-07","12/2021-22/003650","2021-12-07",990.00,"WS Monthly Fee"
"Aska","2021-12-07","12/2021-22/003651","2021-12-07",148.00,"WS Monthly Fee"
"Aska","2021-12-07","12/2021-22/003652","2021-12-07",687.00,"WS Monthly Fee"
"Aska","2021-12-07","12/2021-22/003653","2021-12-07",500.00,"WS Monthly Fee"
"Aska","2021-12-07","12/2021-22/003654","2021-12-07",500.00,"WS Monthly Fee"
"Cuttack","2021-12-07","12/2021-22/003659","2021-12-07",562.00,"WS Monthly Fee"
"Nimapara","2021-12-07","12/2021-22/003749","2021-12-07",110.00,"WS Monthly Fee"
"Bhubaneswar","2021-12-08","12/2021-22/003761","2021-12-08",1244.00,"WS Monthly Fee"
"Nayagarh","2021-12-08","12/2021-22/003795","2021-12-08",1.00,"WS Monthly Fee"
"Nayagarh","2021-12-08","12/2021-22/003799","2021-12-08",1.00,"WS Monthly Fee"
"Bhadrak","2021-12-08","12/2021-22/003865","2021-12-08",1.00,"WS Monthly Fee"
"Bhadrak","2021-12-08","12/2021-22/003868","2021-12-08",1.00,"WS Monthly Fee"
"Bhadrak","2021-12-08","12/2021-22/003870","2021-12-08",1.00,"WS Monthly Fee"
"Bhadrak","2021-12-08","12/2021-22/003874","2021-12-08",1.00,"WS Monthly Fee"
"Bhadrak","2021-12-08","12/2021-22/003876","2021-12-08",1.00,"WS Monthly Fee"
"Bhadrak","2021-12-08","12/2021-22/003878","2021-12-08",1.00,"WS Monthly Fee"
"Bhadrak","2021-12-08","12/2021-22/003880","2021-12-08",1.00,"WS Monthly Fee"
"Bhadrak","2021-12-08","12/2021-22/003881","2021-12-08",1.00,"WS Monthly Fee"
"Bhadrak","2021-12-08","12/2021-22/003883","2021-12-08",1.00,"WS Monthly Fee"
"Bhadrak","2021-12-08","12/2021-22/003884","2021-12-08",1.00,"WS Monthly Fee"
"Bhadrak","2021-12-08","12/2021-22/003885","2021-12-08",1.00,"WS Monthly Fee"
"Bhadrak","2021-12-08","12/2021-22/003886","2021-12-08",1.00,"WS Monthly Fee"
"Nayagarh","2021-12-08","12/2021-22/003910","2021-12-08",1.00,"WS Monthly Fee"
"Bhubaneswar","2021-12-08","12/2021-22/003960","2021-12-08",1200.00,"WS Monthly Fee"
"Puri","2021-12-08","12/2021-22/003961","2021-12-08",327.00,"WS Monthly Fee"
"Bhubaneswar","2021-12-08","12/2021-22/003962","2021-12-08",628.00,"WS Monthly Fee"
"Cuttack","2021-12-09","12/2021-22/004092","2021-12-09",276.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-10","12/2021-22/004160","2021-12-10",145.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-10","12/2021-22/004166","2021-12-10",142.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-10","12/2021-22/004173","2021-12-10",1405.00,"WS Monthly Fee"
"Anandapur","2021-12-10","12/2021-22/004181","2021-12-10",1.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-10","12/2021-22/004190","2021-12-10",596.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-10","12/2021-22/004192","2021-12-10",145.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-10","12/2021-22/004194","2021-12-10",1500.00,"WS Monthly Fee"
"Joda","2021-12-10","12/2021-22/004196","2021-12-10",1.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-10","12/2021-22/004198","2021-12-10",145.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-10","12/2021-22/004200","2021-12-10",1000.00,"WS Monthly Fee"
"Keonjhargarh","2021-12-10","12/2021-22/004201","2021-12-10",1.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-10","12/2021-22/004203","2021-12-10",145.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-10","12/2021-22/004204","2021-12-10",1780.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-10","12/2021-22/004211","2021-12-10",300.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-10","12/2021-22/004218","2021-12-10",145.00,"WS Monthly Fee"
"Jharsuguda","2021-12-10","12/2021-22/004219","2021-12-10",290.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-10","12/2021-22/004240","2021-12-10",300.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-10","12/2021-22/004242","2021-12-10",282.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-10","12/2021-22/004260","2021-12-10",1022.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-10","12/2021-22/004270","2021-12-10",1005.00,"WS Monthly Fee"
"Puri","2021-12-10","12/2021-22/004272","2021-12-10",98.00,"WS Monthly Fee"
"Anandapur","2021-12-10","12/2021-22/004290","2021-12-10",1.00,"WS Monthly Fee"
"Anandapur","2021-12-10","12/2021-22/004292","2021-12-10",2.00,"WS Monthly Fee"
"Joda","2021-12-10","12/2021-22/004293","2021-12-10",1.00,"WS Monthly Fee"
"Anandapur","2021-12-10","12/2021-22/004294","2021-12-10",2.00,"WS Monthly Fee"
"Cuttack","2021-12-10","12/2021-22/004299","2021-12-10",414.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-10","12/2021-22/004317","2021-12-10",3063.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-10","12/2021-22/004319","2021-12-10",282.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-10","12/2021-22/004324","2021-12-10",145.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-10","12/2021-22/004327","2021-12-10",445.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-10","12/2021-22/004329","2021-12-10",145.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-10","12/2021-22/004332","2021-12-10",55.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-10","12/2021-22/004338","2021-12-10",145.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-10","12/2021-22/004339","2021-12-10",5281.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-10","12/2021-22/004342","2021-12-10",744.00,"WS Monthly Fee"
"Bhubaneswar","2021-12-10","12/2021-22/004345","2021-12-10",856.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-10","12/2021-22/004346","2021-12-10",1472.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-10","12/2021-22/004347","2021-12-10",145.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-10","12/2021-22/004352","2021-12-10",145.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-10","12/2021-22/004354","2021-12-10",145.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-10","12/2021-22/004355","2021-12-10",145.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-10","12/2021-22/004356","2021-12-10",145.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-10","12/2021-22/004358","2021-12-10",150.00,"WS Monthly Fee"
"Jharsuguda","2021-12-10","12/2021-22/004359","2021-12-10",60.00,"WS Application Fee"
"Kamakhyanagar","2021-12-10","12/2021-22/004360","2021-12-10",150.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-10","12/2021-22/004362","2021-12-10",292.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-10","12/2021-22/004363","2021-12-10",150.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-10","12/2021-22/004364","2021-12-10",300.00,"WS Monthly Fee"
"Bhubaneswar","2021-12-11","12/2021-22/004395","2021-12-11",1776.00,"WS Monthly Fee"
"Cuttack","2021-12-11","12/2021-22/004402","2021-12-11",276.00,"WS Monthly Fee"
"Bhubaneswar","2021-12-12","12/2021-22/004404","2021-12-12",1332.00,"WS Monthly Fee"
"Cuttack","2021-12-12","12/2021-22/004419","2021-12-12",417.00,"WS Monthly Fee"
"Kendrapara","2021-12-12","12/2021-22/004420","2021-12-12",290.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-13","12/2021-22/004448","2021-12-13",312.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-13","12/2021-22/004450","2021-12-13",145.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-13","12/2021-22/004452","2021-12-13",114.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-13","12/2021-22/004457","2021-12-13",1000.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-13","12/2021-22/004462","2021-12-13",1198.00,"WS Monthly Fee"
"Puri","2021-12-13","12/2021-22/004510","2021-12-13",3060.00,"WS Application Fee"
"Bhubaneswar","2021-12-13","12/2021-22/004582","2021-12-13",1176.00,"WS Monthly Fee"
"Bhubaneswar","2021-12-13","12/2021-22/004593","2021-12-13",552.00,"WS Monthly Fee"
"Bhubaneswar","2021-12-13","12/2021-22/004597","2021-12-13",552.00,"WS Monthly Fee"
"Bhubaneswar","2021-12-13","12/2021-22/004600","2021-12-13",552.00,"WS Monthly Fee"
"Bhubaneswar","2021-12-13","12/2021-22/004622","2021-12-13",1016.00,"WS Monthly Fee"
"Bhubaneswar","2021-12-13","12/2021-22/004624","2021-12-13",3774.00,"WS Monthly Fee"
"Jharsuguda","2021-12-13","12/2021-22/004718","2021-12-13",590.00,"WS Monthly Fee"
"Jharsuguda","2021-12-13","12/2021-22/004727","2021-12-13",300.00,"WS Monthly Fee"
"Jharsuguda","2021-12-13","12/2021-22/004728","2021-12-13",60.00,"WS Application Fee"
"Jharsuguda","2021-12-13","12/2021-22/004729","2021-12-13",60.00,"WS Application Fee"
"Jharsuguda","2021-12-13","12/2021-22/004732","2021-12-13",60.00,"WS Application Fee"
"Cuttack","2021-12-13","12/2021-22/004733","2021-12-13",703.00,"WS Monthly Fee"
"Cuttack","2021-12-14","12/2021-22/004734","2021-12-14",414.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-14","12/2021-22/004766","2021-12-14",455.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-14","12/2021-22/004767","2021-12-14",1000.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-14","12/2021-22/004768","2021-12-14",1000.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-14","12/2021-22/004775","2021-12-14",1000.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-14","12/2021-22/004790","2021-12-14",1328.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-14","12/2021-22/004792","2021-12-14",145.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-14","12/2021-22/004805","2021-12-14",2805.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-14","12/2021-22/004806","2021-12-14",2799.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-14","12/2021-22/004811","2021-12-14",5000.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-14","12/2021-22/004817","2021-12-14",1000.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-14","12/2021-22/004827","2021-12-14",3000.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-14","12/2021-22/004833","2021-12-14",145.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-14","12/2021-22/004837","2021-12-14",145.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-14","12/2021-22/004847","2021-12-14",145.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-14","12/2021-22/004852","2021-12-14",1000.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-14","12/2021-22/004857","2021-12-14",145.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-14","12/2021-22/004861","2021-12-14",1195.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-14","12/2021-22/004868","2021-12-14",435.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-14","12/2021-22/004869","2021-12-14",290.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-14","12/2021-22/004872","2021-12-14",2957.00,"WS Monthly Fee"
"Aska","2021-12-14","12/2021-22/004873","2021-12-14",0.00,"WS Application Fee"
"Kamakhyanagar","2021-12-14","12/2021-22/004875","2021-12-14",55.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-14","12/2021-22/004878","2021-12-14",145.00,"WS Monthly Fee"
"Aska","2021-12-14","12/2021-22/004880","2021-12-14",0.00,"WS Application Fee"
"Kamakhyanagar","2021-12-14","12/2021-22/004883","2021-12-14",110.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-14","12/2021-22/004885","2021-12-14",290.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-14","12/2021-22/004889","2021-12-14",290.00,"WS Monthly Fee"
"Aska","2021-12-14","12/2021-22/004891","2021-12-14",3060.00,"WS Application Fee"
"Aska","2021-12-14","12/2021-22/004892","2021-12-14",3060.00,"WS Application Fee"
"Aska","2021-12-14","12/2021-22/004893","2021-12-14",0.00,"WS Application Fee"
"Aska","2021-12-14","12/2021-22/004895","2021-12-14",0.00,"WS Application Fee"
"Aska","2021-12-14","12/2021-22/004897","2021-12-14",0.00,"WS Application Fee"
"Aska","2021-12-14","12/2021-22/004898","2021-12-14",0.00,"WS Application Fee"
"Aska","2021-12-14","12/2021-22/004900","2021-12-14",0.00,"WS Application Fee"
"Kamakhyanagar","2021-12-14","12/2021-22/004901","2021-12-14",453.00,"WS Monthly Fee"
"Aska","2021-12-14","12/2021-22/004902","2021-12-14",0.00,"WS Application Fee"
"Aska","2021-12-14","12/2021-22/004903","2021-12-14",0.00,"WS Application Fee"
"Aska","2021-12-14","12/2021-22/004905","2021-12-14",0.00,"WS Application Fee"
"Kamakhyanagar","2021-12-14","12/2021-22/004906","2021-12-14",145.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-14","12/2021-22/004908","2021-12-14",145.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-14","12/2021-22/004911","2021-12-14",145.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-14","12/2021-22/004917","2021-12-14",145.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-14","12/2021-22/004923","2021-12-14",140.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-14","12/2021-22/004924","2021-12-14",300.00,"WS Monthly Fee"
"Kamakhyanagar","2021-12-14","12/2021-22/004926","2021-12-14",55.00,"WS Monthly Fee"
"Rourkela","2021-12-14","12/2021-22/004927","2021-12-14",3060.00,"WS Application Fee"
"Aska","2021-12-14","12/2021-22/004929","2021-12-14",0.00,"WS Application Fee"
"Aska","2021-12-14","12/2021-22/004930","2021-12-14",0.00,"WS Application Fee"
"Aska","2021-12-14","12/2021-22/004931","2021-12-14",0.00,"WS Application Fee"
"Kamakhyanagar","2021-12-14","12/2021-22/004935","2021-12-14",150.00,"WS Monthly Fee"
"Aska","2021-12-14","12/2021-22/004936","2021-12-14",0.00,"WS Application Fee"
"Aska","2021-12-14","12/2021-22/004938","2021-12-14",0.00,"WS Application Fee"
"Aska","2021-12-14","12/2021-22/004939","2021-12-14",0.00,"WS Application Fee"
"Aska","2021-12-14","12/2021-22/004940","2021-12-14",3060.00,"WS Application Fee"
"Aska","2021-12-14","12/2021-22/004941","2021-12-14",3060.00,"WS Application Fee"
"Aska","2021-12-14","12/2021-22/004943","2021-12-14",3060.00,"WS Application Fee"
"Aska","2021-12-14","12/2021-22/004944","2021-12-14",3060.00,"WS Application Fee"
"Kamakhyanagar","2021-12-14","12/2021-22/004945","2021-12-14",1000.00,"WS Monthly Fee"
"Aska","2021-12-14","12/2021-22/004946","2021-12-14",3060.00,"WS Application Fee"
"Kamakhyanagar","2021-12-14","12/2021-22/004947","2021-12-14",515.00,"WS Monthly Fee"
"Aska","2021-12-14","12/2021-22/004949","2021-12-14",3060.00,"WS Application Fee"
"Aska","2021-12-14","12/2021-22/004951","2021-12-14",0.00,"WS Application Fee"
"Kamakhyanagar","2021-12-14","12/2021-22/004952","2021-12-14",155.00,"WS Monthly Fee"
"Aska","2021-12-14","12/2021-22/004953","2021-12-14",0.00,"WS Application Fee"
"Rourkela","2021-12-14","12/2021-22/004954","2021-12-14",3060.00,"WS Application Fee"
"Aska","2021-12-14","12/2021-22/004955","2021-12-14",0.00,"WS Application Fee"
"Aska","2021-12-14","12/2021-22/004956","2021-12-14",0.00,"WS Application Fee"
"Aska","2021-12-14","12/2021-22/004958","2021-12-14",3060.00,"WS Application Fee"
"Aska","2021-12-14","12/2021-22/004959","2021-12-14",3060.00,"WS Application Fee"
