"ulb","ward","propertyid","oldpropertyid","acknowldgementnumber","propertytype","usagecategory","creationreason","status","createdtime"
"Puri","05","PT-PRI-572343",NULL,"PT-AC-PRI-2022-02-21-572510","Independent Property","Non Residentials Commercial","CREATE","ACTIVE","2022-02-21"
"Tarbha","06","PT-TRB-572344",NULL,"PT-AC-TRB-2022-02-21-572511","Independent Property","Independent Property","CREATE","INACTIVE","2022-02-21"
"Khariarroad","13","PT-KRR-572345",NULL,"PT-AC-KRR-2022-02-21-572512","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-02-21"
"Rajgangpur","05","PT-RJG-572346",NULL,"PT-AC-RJG-2022-02-22-572513","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-02-22"
"Tarbha","06","PT-TRB-572344",NULL,"PT-AC-TRB-2022-02-22-572514","Independent Property","Independent Property","UPDATE","ACTIVE","2022-02-22"
"Keonjhargarh","05","PT-KNJ-572347",NULL,"PT-AC-KNJ-2022-02-22-572517","Shared Property","Independent Property","CREATE","INWORKFLOW","2022-02-22"
"Deogarh","09","PT-DBG-572349",NULL,"PT-AC-DBG-2022-02-23-572521","Shared Property","Independent Property","CREATE","INWORKFLOW","2022-02-23"
"Deogarh","06","PT-DBG-572350",NULL,"PT-AC-DBG-2022-02-23-572522","Shared Property","Independent Property","CREATE","INWORKFLOW","2022-02-23"
"Jagatsinghpur","16","PT-JGT-572351",NULL,"PT-AC-JGT-2022-02-23-572523","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-02-23"
"Deogarh","06","PT-DBG-572352",NULL,"PT-AC-DBG-2022-02-23-572524","Shared Property","Independent Property","CREATE","INWORKFLOW","2022-02-23"
"Deogarh","06","PT-DBG-572354",NULL,"PT-AC-DBG-2022-02-23-572526","Shared Property","Independent Property","CREATE","INWORKFLOW","2022-02-23"
"Jagatsinghpur","17","PT-JGT-572355",NULL,"PT-AC-JGT-2022-02-23-572527","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-02-23"
"Jagatsinghpur","17","PT-JGT-572357",NULL,"PT-AC-JGT-2022-02-23-572529","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-02-23"
"Deogarh","07","PT-DBG-572359",NULL,"PT-AC-DBG-2022-02-23-572531","Shared Property","Independent Property","CREATE","INWORKFLOW","2022-02-23"
"Jagatsinghpur","09","PT-JGT-572360",NULL,"PT-AC-JGT-2022-02-23-572532","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-02-23"
"Jagatsinghpur","08","PT-JGT-572361",NULL,"PT-AC-JGT-2022-02-24-572534","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-02-24"
"Jagatsinghpur","08","PT-JGT-572362",NULL,"PT-AC-JGT-2022-02-24-572535","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-02-24"
"Puri","03","PT-PRI-572363",NULL,"PT-AC-PRI-2022-02-24-572536","Independent Property","Independent Property","CREATE","ACTIVE","2022-02-24"
"Jagatsinghpur","08","PT-JGT-572364",NULL,"PT-AC-JGT-2022-02-24-572537","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-02-24"
"Jagatsinghpur","08","PT-JGT-572365",NULL,"PT-AC-JGT-2022-02-24-572538","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-02-24"
"Jagatsinghpur","08","PT-JGT-572366",NULL,"PT-AC-JGT-2022-02-24-572539","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-02-24"
"Jagatsinghpur","08","PT-JGT-572367",NULL,"PT-AC-JGT-2022-02-24-572540","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-02-24"
"Puri","15","PT-PRI-572368",NULL,"PT-AC-PRI-2022-02-24-572541","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-02-24"
"Puri","15","PT-PRI-572369",NULL,"PT-AC-PRI-2022-02-24-572542","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-02-24"
"Puri","15","PT-PRI-572370",NULL,"PT-AC-PRI-2022-02-24-572543","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-02-24"
"Puri","15","PT-PRI-572371",NULL,"PT-AC-PRI-2022-02-24-572544","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-02-24"
"Jagatsinghpur","08","PT-JGT-572372",NULL,"PT-AC-JGT-2022-02-24-572545","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-02-24"
"Jagatsinghpur","01","PT-JGT-572373",NULL,"PT-AC-JGT-2022-02-24-572546","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-02-24"
"Deogarh","10","PT-DBG-572374",NULL,"PT-AC-DBG-2022-02-24-572547","Shared Property","Independent Property","CREATE","INWORKFLOW","2022-02-24"
"Jagatsinghpur","09","PT-JGT-572375",NULL,"PT-AC-JGT-2022-02-24-572548","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-02-24"
"Deogarh","01","PT-DBG-572376",NULL,"PT-AC-DBG-2022-02-24-572549","Shared Property","Independent Property","CREATE","INWORKFLOW","2022-02-24"
"Deogarh","11","PT-DBG-572377",NULL,"PT-AC-DBG-2022-02-24-572550","Shared Property","Independent Property","CREATE","INWORKFLOW","2022-02-24"
"Jagatsinghpur","17","PT-JGT-572378",NULL,"PT-AC-JGT-2022-02-24-572552","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-02-24"
"Deogarh","01","PT-DBG-572379",NULL,"PT-AC-DBG-2022-02-24-572553","Shared Property","Independent Property","CREATE","INWORKFLOW","2022-02-24"
"Jagatsinghpur","17","PT-JGT-572380",NULL,"PT-AC-JGT-2022-02-24-572554","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-02-24"
"Deogarh","05","PT-DBG-572381",NULL,"PT-AC-DBG-2022-02-24-572555","Shared Property","Independent Property","CREATE","INWORKFLOW","2022-02-24"
"Jagatsinghpur","17","PT-JGT-572382",NULL,"PT-AC-JGT-2022-02-24-572556","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-02-24"
"Deogarh","01","PT-DBG-572383",NULL,"PT-AC-DBG-2022-02-24-572557","Shared Property","Independent Property","CREATE","INWORKFLOW","2022-02-24"
"Jagatsinghpur","17","PT-JGT-572384",NULL,"PT-AC-JGT-2022-02-24-572558","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-02-24"
"Jagatsinghpur","16","PT-JGT-572385",NULL,"PT-AC-JGT-2022-02-24-572559","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-02-24"
"Jagatsinghpur","07","PT-JGT-572386",NULL,"PT-AC-JGT-2022-02-24-572560","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-02-24"
"Tarbha","06","PT-TRB-572388",NULL,"PT-AC-TRB-2022-02-25-572562","Independent Property","Independent Property","CREATE","ACTIVE","2022-02-25"
"Digapahandi","02","PT-DGP-572389",NULL,"PT-AC-DGP-2022-02-25-572563","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-02-25"
"Jagatsinghpur","16","PT-JGT-572390",NULL,"PT-AC-JGT-2022-02-25-572564","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-02-25"
"Jagatsinghpur","03","PT-JGT-572391",NULL,"PT-AC-JGT-2022-02-25-572565","Independent Property","Independent Property","CREATE","INWORKFLOW","2022-02-25"
