"ulb","paidamt","ward","feetype"
"Angul","825.00",NULL,"Property Tax"
"Angul","23490.00",NULL,"Property Tax"
"Angul","6630.00","11","Property Tax"
"Angul","2652.00","13","Property Tax"
"Angul","1058.00","23","Property Tax"
"Angul","5678.00",NULL,"Property Tax"
"Angul","68076.00","22","Property Tax"
"Angul","2907.00","10","Property Tax"
"Angul","47847.00",NULL,"Property Tax"
"Angul","353.00","23","Property Tax"
"Angul","232.00",NULL,"Property Tax"
"Angul","1387.00","13","Property Tax"
"Angul","382.00","01","Property Tax"
"Angul","706.00","23","Property Tax"
"Angul","1060.00",NULL,"Property Tax"
"Aska","2550.00","01","Property Tax"
"Athmallik","356.00","10","Property Tax"
"Athmallik","918.00","08","Property Tax"
"Athmallik","360.00","10","Property Tax"
"Balasore","698.00","05","Property Tax"
"Balasore","558.00","09","Property Tax"
"Balasore","327.00","09","Property Tax"
"Balasore","188.00","09","Property Tax"
"Balasore","459.00","09","Property Tax"
"Balasore","552.00","09","Property Tax"
"Balasore","344.00","09","Property Tax"
"Balasore","366.00","05","Property Tax"
"Balasore","418.00",NULL,"Property Tax"
"Balasore","88.00","05","Property Tax"
"Balasore","249.00","09","Property Tax"
"Balasore","3289.00","09","Property Tax"
"Balasore","1289.00","09","Property Tax"
"Balasore","262.00","09","Property Tax"
"Balasore","756.00","09","Property Tax"
"Balasore","118.00","05","Property Tax"
"Balasore","264.00","09","Property Tax"
"Balasore","150.00","01","Property Tax"
"Balasore","116.00","09","Property Tax"
"Balasore","237.00","09","Property Tax"
"Balasore","596.00","09","Property Tax"
"Balasore","402.00","09","Property Tax"
"Balasore","974.00","09","Property Tax"
"Balasore","234.00","01","Property Tax"
"Balasore","1207.00","09","Property Tax"
"Balasore","12920.00","09","Property Tax"
"Balasore","3806.00","09","Property Tax"
"Balasore","493.00","09","Property Tax"
"Balasore","484.00","05","Property Tax"
"Balasore","3466.00","09","Property Tax"
"Balasore","324.00","09","Property Tax"
"Balasore","718.00","09","Property Tax"
"Balasore","510.00","09","Property Tax"
"Balasore","1554.00","09","Property Tax"
"Balasore","1040.00","16","Property Tax"
"Balasore","82.00","09","Property Tax"
"Balasore","666.00","09","Property Tax"
"Balasore","551.00","09","Property Tax"
"Balasore","289.00","09","Property Tax"
"Balasore","132.00","09","Property Tax"
"Balasore","612.00","09","Property Tax"
"Balasore","561.00","09","Property Tax"
"Balasore","5454.00","09","Property Tax"
"Balasore","596.00","09","Property Tax"
"Balasore","290.00","09","Property Tax"
"Balasore","370.00","09","Property Tax"
"Balasore","1470.00","09","Property Tax"
"Balasore","1700.00","09","Property Tax"
"Balasore","169.00","10","Property Tax"
"Balasore","632.00","09","Property Tax"
"Balasore","203.00","09","Property Tax"
"Balasore","4484.00","09","Property Tax"
"Balasore","153.00","09","Property Tax"
"Balasore","157.00","09","Property Tax"
"Balasore","575.00","09","Property Tax"
"Balasore","1036.00","09","Property Tax"
"Balasore","3094.00","09","Property Tax"
"Balasore","1802.00","09","Property Tax"
"Balasore","122.00","01","Property Tax"
"Balasore","71.00","05","Property Tax"
"Balasore","708.00","16","Property Tax"
"Balasore","1043.00","09","Property Tax"
"Balasore","404.00","05","Property Tax"
"Balasore","1904.00","09","Property Tax"
"Balasore","561.00","09","Property Tax"
"Balasore","289.00","09","Property Tax"
"Balasore","520.00","09","Property Tax"
"Balasore","3468.00","16","Property Tax"
"Balasore","1542.00","09","Property Tax"
"Balasore","1040.00","16","Property Tax"
"Balasore","1122.00","09","Property Tax"
"Balasore","3126.00","09","Property Tax"
"Balasore","558.00","09","Property Tax"
"Balasore","2514.00","09","Property Tax"
"Balasore","116.00","09","Property Tax"
"Balasore","126.00","06","Property Tax"
"Balasore","382.00","09","Property Tax"
"Balasore","497.00","09","Property Tax"
"Balasore","632.00","09","Property Tax"
"Balliguda","344.00","05","Property Tax"
"Balliguda","11.00","01","Property Tax"
"Balugaon","50.00",NULL,"Property Tax"
"Balugaon","230.00","09","Property Tax"
"Balugaon","884.00","06","Property Tax"
"Balugaon","120.00","08","Property Tax"
"Balugaon","3119.00","11","Property Tax"
"Balugaon","1140.00","10","Property Tax"
"Balugaon","55.00","06","Property Tax"
"Balugaon","130.00",NULL,"Property Tax"
"Balugaon","105.00","06","Property Tax"
"Balugaon","25.00",NULL,"Property Tax"
"Balugaon","35.00",NULL,"Property Tax"
"Balugaon","30600.00","06","Property Tax"
"Balugaon","520.00","09","Property Tax"
"Balugaon","140.00","09","Property Tax"
"Balugaon","565.00","09","Property Tax"
"Balugaon","85.00","07","Property Tax"
"Balugaon","1700.00","01","Property Tax"
"Balugaon","105.00","09","Property Tax"
"Balugaon","75.00","06","Property Tax"
"Balugaon","120.00","10","Property Tax"
"Balugaon","430.00","09","Property Tax"
"Balugaon","30.00","07","Property Tax"
"Balugaon","10.00","07","Property Tax"
"Balugaon","2750.00","09","Property Tax"
"Balugaon","60.00","06","Property Tax"
"Balugaon","510.00","04","Property Tax"
"Balugaon","65.00","03","Property Tax"
"Balugaon","50.00","05","Property Tax"
"Balugaon","75.00","04","Property Tax"
"Balugaon","35.00","07","Property Tax"
"Balugaon","60.00","06","Property Tax"
"Balugaon","265.00",NULL,"Property Tax"
"Balugaon","77.00","04","Property Tax"
"Balugaon","50.00","07","Property Tax"
"Balugaon","110.00","06","Property Tax"
"Balugaon","70.00","04","Property Tax"
"Balugaon","85.00","07","Property Tax"
"Balugaon","88.00","03","Property Tax"
"Balugaon","50.00","04","Property Tax"
"Balugaon","64.00","06","Property Tax"
"Balugaon","2545.00","09","Property Tax"
"Balugaon","45.00","06","Property Tax"
"Balugaon","570.00","09","Property Tax"
"Balugaon","130.00",NULL,"Property Tax"
"Balugaon","55.00",NULL,"Property Tax"
"Balugaon","59.00","04","Property Tax"
"Balugaon","45.00","07","Property Tax"
"Balugaon","780.00","09","Property Tax"
"Balugaon","65.00","09","Property Tax"
"Balugaon","65.00","06","Property Tax"
"Balugaon","20.00","06","Property Tax"
"Balugaon","20.00","06","Property Tax"
"Balugaon","920.00",NULL,"Property Tax"
"Balugaon","79.00","04","Property Tax"
"Balugaon","4080.00","04","Property Tax"
"Balugaon","40.00","06","Property Tax"
"Balugaon","55.00","08","Property Tax"
"Balugaon","60.00",NULL,"Property Tax"
"Balugaon","50.00","06","Property Tax"
"Balugaon","131.00",NULL,"Property Tax"
"Balugaon","10000.00","02","Property Tax"
"Balugaon","630.00","09","Property Tax"
"Balugaon","35.00","08","Property Tax"
"Balugaon","245.00","03","Property Tax"
"Balugaon","30.00","06","Property Tax"
"Balugaon","40.00","06","Property Tax"
"Balugaon","36.00","04","Property Tax"
"Balugaon","1069.00","04","Property Tax"
"Balugaon","36.00","04","Property Tax"
"Balugaon","65.00",NULL,"Property Tax"
"Balugaon","160.00","09","Property Tax"
"Banki","341.00","12","Property Tax"
"Banki","211.00","14","Property Tax"
"Banki","80.00","15","Property Tax"
"Banki","534.00","12","Property Tax"
"Banki","30.00","12","Property Tax"
"Banki","134.00",NULL,"Property Tax"
"Banki","201.00","12","Property Tax"
"Banki","54.00","12","Property Tax"
"Banki","816.00",NULL,"Property Tax"
"Banki","441.00",NULL,"Property Tax"
"Banki","232.00","14","Property Tax"
"Banki","170.00",NULL,"Property Tax"
"Banki","14.00",NULL,"Property Tax"
"Banki","494.00",NULL,"Property Tax"
"Banki","176.00","15","Property Tax"
"Banki","157.00",NULL,"Property Tax"
"Banki","296.00","12","Property Tax"
"Banki","693.00",NULL,"Property Tax"
"Banki","523.00","14","Property Tax"
"Banki","352.00","15","Property Tax"
"Banki","448.00",NULL,"Property Tax"
"Banki","528.00",NULL,"Property Tax"
"Banki","216.00","05","Property Tax"
"Banki","96.00","15","Property Tax"
"Banki","634.00","14","Property Tax"
"Banki","341.00","12","Property Tax"
"Banki","83.00","15","Property Tax"
"Banki","347.00","12","Property Tax"
"Banki","411.00","12","Property Tax"
"Banki","59.00","12","Property Tax"
"Banki","266.00","05","Property Tax"
"Banki","54.00","12","Property Tax"
"Banki","166.00","12","Property Tax"
"Banki","290.00",NULL,"Property Tax"
"Banki","632.00","12","Property Tax"
"Banki","173.00",NULL,"Property Tax"
"Banki","122.00","15","Property Tax"
"Banki","32.00","15","Property Tax"
"Banki","72.00","12","Property Tax"
"Banki","1304.00",NULL,"Property Tax"
"Banki","245.00",NULL,"Property Tax"
"Banki","160.00","14","Property Tax"
"Banki","213.00","12","Property Tax"
"Banki","309.00","12","Property Tax"
"Banki","106.00","14","Property Tax"
"Banki","1312.00",NULL,"Property Tax"
"Banki","135.00",NULL,"Property Tax"
"Banki","387.00","15","Property Tax"
"Banki","171.00",NULL,"Property Tax"
"Banki","147.00","15","Property Tax"
"Banki","296.00","12","Property Tax"
"Banki","296.00","05","Property Tax"
"Banki","179.00","12","Property Tax"
"Banki","149.00","15","Property Tax"
"Banki","626.00",NULL,"Property Tax"
"Banki","517.00",NULL,"Property Tax"
"Banki","635.00",NULL,"Property Tax"
"Banki","174.00",NULL,"Property Tax"
"Banki","112.00","15","Property Tax"
"Banki","144.00","15","Property Tax"
"Banki","245.00","12","Property Tax"
"Banki","209.00","15","Property Tax"
"Banki","138.00","15","Property Tax"
"Banki","352.00","15","Property Tax"
"Banki","128.00","15","Property Tax"
"Banki","286.00",NULL,"Property Tax"
"Banki","176.00",NULL,"Property Tax"
"Banki","314.00","14","Property Tax"
"Banki","320.00",NULL,"Property Tax"
"Banki","176.00",NULL,"Property Tax"
"Banki","128.00","14","Property Tax"
"Banki","70.00","15","Property Tax"
"Banki","182.00",NULL,"Property Tax"
"Banki","144.00",NULL,"Property Tax"
"Banki","748.00","12","Property Tax"
"Banki","3421.00","12","Property Tax"
"Banki","496.00","14","Property Tax"
"Banki","108.00",NULL,"Property Tax"
"Banki","20.00","15","Property Tax"
"Banki","60.00","05","Property Tax"
"Banki","238.00","05","Property Tax"
"Banki","106.00","14","Property Tax"
"Banki","160.00","14","Property Tax"
"Banki","48.00","14","Property Tax"
"Banki","302.00",NULL,"Property Tax"
"Banki","6528.00","12","Property Tax"
"Banki","136.00","12","Property Tax"
"Banki","14.00","12","Property Tax"
"Banki","110.00","12","Property Tax"
"Banki","243.00","14","Property Tax"
"Banki","1315.00","12","Property Tax"
"Banki","552.00","12","Property Tax"
"Banki","117.00","12","Property Tax"
"Banki","331.00","12","Property Tax"
"Banki","542.00","12","Property Tax"
"Banki","298.00","14","Property Tax"
"Banki","165.00","15","Property Tax"
"Banki","107.00","12","Property Tax"
"Banki","72.00","12","Property Tax"
"Banpur","342.00","09","Property Tax"
"Banpur","82.00","14","Property Tax"
"Banpur","76.00","07","Property Tax"
"Banpur","93.00","09","Property Tax"
"Banpur","272.00","13","Property Tax"
"Banpur","226.00","07","Property Tax"
"Banpur","219.00","01","Property Tax"
"Bargarh","3319.00","08","Property Tax"
"Baripada","444.00","21","Property Tax"
"Baripada","5532.00","26","Property Tax"
"Belpahar","17.00","06","Property Tax"
"Belpahar","49.00","06","Property Tax"
"Belpahar","359.00",NULL,"Property Tax"
"Bhadrak","5712.00","12","Property Tax"
"Bhadrak","5712.00",NULL,"Property Tax"
"Bhawanipatna","4025.00","14","Property Tax"
"Bhawanipatna","5833.00",NULL,"Property Tax"
"Bhawanipatna","4122.00",NULL,"Property Tax"
"Bhawanipatna","72.00",NULL,"Property Tax"
"Bhawanipatna","84.00","06","Property Tax"
"Bhawanipatna","5060.00",NULL,"Property Tax"
"Bhawanipatna","3335.00","20","Property Tax"
"Bhawanipatna","11000.00",NULL,"Property Tax"
"Bhawanipatna","2053.00",NULL,"Property Tax"
"Bhawanipatna","7038.00",NULL,"Property Tax"
"Bhawanipatna","4854.00","09","Property Tax"
"Bhawanipatna","1872.00","09","Property Tax"
"Bhawanipatna","29535.00","19","Property Tax"
"Bhawanipatna","230.00","01","Property Tax"
"Bhuban","45.00","08","Property Tax"
"Birmitrapur","539.00","03","Property Tax"
"Birmitrapur","113.00",NULL,"Property Tax"
"Birmitrapur","55.00","08","Property Tax"
"Birmitrapur","40.00","09","Property Tax"
"Birmitrapur","117.00",NULL,"Property Tax"
"Birmitrapur","561.00","09","Property Tax"
"Birmitrapur","68.00","09","Property Tax"
"Birmitrapur","106.00","02","Property Tax"
"Birmitrapur","27.00","09","Property Tax"
"Birmitrapur","225.00","09","Property Tax"
"Birmitrapur","192.00","02","Property Tax"
"Birmitrapur","366.00","09","Property Tax"
"Birmitrapur","208.00",NULL,"Property Tax"
"Birmitrapur","338.00",NULL,"Property Tax"
"Birmitrapur","100.00",NULL,"Property Tax"
"Birmitrapur","188.00","01","Property Tax"
"Birmitrapur","96.00","05","Property Tax"
"Birmitrapur","214.00","01","Property Tax"
"Birmitrapur","488.00","03","Property Tax"
"Birmitrapur","63.00",NULL,"Property Tax"
"Birmitrapur","131.00","03","Property Tax"
"Birmitrapur","151.00","05","Property Tax"
"Birmitrapur","505.00",NULL,"Property Tax"
"Birmitrapur","136.00",NULL,"Property Tax"
"Birmitrapur","112.00","09","Property Tax"
"Birmitrapur","44.00","09","Property Tax"
"Birmitrapur","145.00","09","Property Tax"
"Birmitrapur","151.00","05","Property Tax"
"Birmitrapur","220.00","09","Property Tax"
"Birmitrapur","232.00",NULL,"Property Tax"
"Birmitrapur","106.00","04","Property Tax"
"Birmitrapur","582.00",NULL,"Property Tax"
"Birmitrapur","282.00","04","Property Tax"
"Birmitrapur","1100.00","05","Property Tax"
"Birmitrapur","115.00","05","Property Tax"
"Birmitrapur","880.00",NULL,"Property Tax"
"Birmitrapur","62.00","05","Property Tax"
"Birmitrapur","111.00",NULL,"Property Tax"
"Birmitrapur","140.00",NULL,"Property Tax"
"Birmitrapur","719.00","05","Property Tax"
"Birmitrapur","240.00",NULL,"Property Tax"
"Birmitrapur","93.00","05","Property Tax"
"Birmitrapur","86.00",NULL,"Property Tax"
"Birmitrapur","605.00","09","Property Tax"
"Birmitrapur","67.00","05","Property Tax"
"Birmitrapur","36.00",NULL,"Property Tax"
"Birmitrapur","301.00","02","Property Tax"
"Birmitrapur","240.00",NULL,"Property Tax"
"Birmitrapur","294.00","05","Property Tax"
"Birmitrapur","23.00",NULL,"Property Tax"
"Birmitrapur","89.00","09","Property Tax"
"Birmitrapur","1098.00","03","Property Tax"
"Birmitrapur","312.00",NULL,"Property Tax"
"Birmitrapur","61.00","08","Property Tax"
"Birmitrapur","98.00","05","Property Tax"
"Birmitrapur","873.00","04","Property Tax"
"Birmitrapur","157.00","01","Property Tax"
"Birmitrapur","269.00","09","Property Tax"
"Birmitrapur","81.00","09","Property Tax"
"Birmitrapur","138.00",NULL,"Property Tax"
"Birmitrapur","118.00","03","Property Tax"
"Birmitrapur","104.00","04","Property Tax"
"Birmitrapur","68.00","08","Property Tax"
"Birmitrapur","677.00",NULL,"Property Tax"
"Birmitrapur","246.00","09","Property Tax"
"Birmitrapur","253.00","09","Property Tax"
"Birmitrapur","74.00","05","Property Tax"
"Birmitrapur","48.00","09","Property Tax"
"Birmitrapur","160.00","01","Property Tax"
"Birmitrapur","41.00","09","Property Tax"
"Birmitrapur","68.00",NULL,"Property Tax"
"Birmitrapur","60.00","09","Property Tax"
"Birmitrapur","164.00","09","Property Tax"
"Birmitrapur","487.00","05","Property Tax"
"Birmitrapur","157.00",NULL,"Property Tax"
"Birmitrapur","250.00","03","Property Tax"
"Birmitrapur","107.00","05","Property Tax"
"Birmitrapur","603.00",NULL,"Property Tax"
"Birmitrapur","910.00","02","Property Tax"
"Birmitrapur","105.00","09","Property Tax"
"Birmitrapur","265.00","05","Property Tax"
"Birmitrapur","161.00",NULL,"Property Tax"
"Birmitrapur","337.00",NULL,"Property Tax"
"Birmitrapur","109.00","05","Property Tax"
"Birmitrapur","240.00",NULL,"Property Tax"
"Birmitrapur","122.00",NULL,"Property Tax"
"Birmitrapur","220.00","01","Property Tax"
"Birmitrapur","102.00","10","Property Tax"
"Birmitrapur","168.00","05","Property Tax"
"Boudhgarh","1477.00","01","Property Tax"
"Boudhgarh","456.00","01","Property Tax"
"Boudhgarh","1256.00","01","Property Tax"
"Boudhgarh","1760.00","11","Property Tax"
"Boudhgarh","2661.00","10","Property Tax"
"Boudhgarh","1328.00","05","Property Tax"
"Boudhgarh","2656.00","06","Property Tax"
"Boudhgarh","1414.00","01","Property Tax"
"Brajrajnagar","3469.00","22","Property Tax"
"Brajrajnagar","3132.00",NULL,"Property Tax"
"Brajrajnagar","1015.00","11","Property Tax"
"Brajrajnagar","15500.00","23","Property Tax"
"Chatrapur","4190.00","05","Property Tax"
"Chatrapur","373.00","10","Property Tax"
"Chatrapur","5000.00","03","Property Tax"
"Chatrapur","801.00","07","Property Tax"
"Chatrapur","1836.00",NULL,"Property Tax"
"Chatrapur","600.00","06","Property Tax"
"Chatrapur","5230.00",NULL,"Property Tax"
"Chatrapur","1000.00",NULL,"Property Tax"
"Chatrapur","2160.00",NULL,"Property Tax"
"Chatrapur","22470.00","06","Property Tax"
"Chatrapur","5508.00","09","Property Tax"
"Chatrapur","1000.00","02","Property Tax"
"Chatrapur","526.00","09","Property Tax"
"Chatrapur","1000.00","09","Property Tax"
"Chatrapur","6110.00","03","Property Tax"
"Chatrapur","9994.00","07","Property Tax"
"Chatrapur","4040.00","02","Property Tax"
"Chatrapur","600.00","01","Property Tax"
"Chatrapur","28458.00","02","Property Tax"
"Chatrapur","1416.00",NULL,"Property Tax"
"Chatrapur","900.00","02","Property Tax"
"Chatrapur","225.00",NULL,"Property Tax"
"Chatrapur","600.00",NULL,"Property Tax"
"Chatrapur","22032.00",NULL,"Property Tax"
"Chatrapur","1000.00","02","Property Tax"
"Chatrapur","300.00",NULL,"Property Tax"
"Chatrapur","1000.00","09","Property Tax"
"Chatrapur","1336.00","02","Property Tax"
"Chatrapur","2754.00","10","Property Tax"
"Chatrapur","1324.00",NULL,"Property Tax"
"Chatrapur","2635.00","02","Property Tax"
"Chatrapur","600.00","01","Property Tax"
"Chatrapur","324.00","04","Property Tax"
"Chatrapur","6610.00",NULL,"Property Tax"
"Chatrapur","600.00",NULL,"Property Tax"
"Chatrapur","9850.00",NULL,"Property Tax"
"Chatrapur","1130.00","01","Property Tax"
"Chatrapur","21162.00",NULL,"Property Tax"
"Chatrapur","1000.00",NULL,"Property Tax"
"Chatrapur","1836.00",NULL,"Property Tax"
"Chatrapur","4014.00","10","Property Tax"
"Chatrapur","716.00","04","Property Tax"
"Chatrapur","600.00","11","Property Tax"
"Chatrapur","600.00","02","Property Tax"
"Chatrapur","4756.00",NULL,"Property Tax"
"Chatrapur","418.00","03","Property Tax"
"Chatrapur","588.00","09","Property Tax"
"Chatrapur","1000.00","01","Property Tax"
"Chatrapur","3304.00",NULL,"Property Tax"
"Chatrapur","9664.00",NULL,"Property Tax"
"Chatrapur","1481.00","01","Property Tax"
"Chatrapur","360.00",NULL,"Property Tax"
"Chatrapur","70.00",NULL,"Property Tax"
"Chatrapur","1000.00",NULL,"Property Tax"
"Chatrapur","8572.00","09","Property Tax"
"Chatrapur","600.00","02","Property Tax"
"Chatrapur","1245.00","07","Property Tax"
"Chatrapur","1833.00","09","Property Tax"
"Chatrapur","104.00",NULL,"Property Tax"
"Chatrapur","1000.00","09","Property Tax"
"Chatrapur","1960.00","11","Property Tax"
"Chatrapur","969.00",NULL,"Property Tax"
"Chatrapur","600.00",NULL,"Property Tax"
"Chatrapur","1173.00",NULL,"Property Tax"
"Chatrapur","3438.00","11","Property Tax"
"Chatrapur","1865.00","10","Property Tax"
"Chatrapur","434.00","02","Property Tax"
"Chatrapur","7658.00","09","Property Tax"
"Chatrapur","7344.00","10","Property Tax"
"Chatrapur","2895.00",NULL,"Property Tax"
"Chatrapur","1000.00","01","Property Tax"
"Chatrapur","2036.00","04","Property Tax"
"Chatrapur","5508.00","02","Property Tax"
"Chatrapur","2653.00","04","Property Tax"
"Chatrapur","600.00","10","Property Tax"
"Chatrapur","2352.00","11","Property Tax"
"Chatrapur","4315.00","02","Property Tax"
"Chatrapur","4528.00",NULL,"Property Tax"
"Chatrapur","1000.00","10","Property Tax"
"Chatrapur","154.00",NULL,"Property Tax"
"Chatrapur","807.00",NULL,"Property Tax"
"Chatrapur","1300.00","02","Property Tax"
"Choudwar","560.00","06","Property Tax"
"Choudwar","452.00","14","Property Tax"
"Choudwar","347.00","15","Property Tax"
"Choudwar","1604.00",NULL,"Property Tax"
"Choudwar","355.00","14","Property Tax"
"Choudwar","95.00","16","Property Tax"
"Choudwar","943.00",NULL,"Property Tax"
"Choudwar","479.00","14","Property Tax"
"Choudwar","355.00","14","Property Tax"
"Choudwar","70.00","14","Property Tax"
"Choudwar","50.00","14","Property Tax"
"Choudwar","68.00",NULL,"Property Tax"
"Choudwar","104.00","16","Property Tax"
"Choudwar","135.00","14","Property Tax"
"Choudwar","50.00","15","Property Tax"
"Choudwar","285.00","16","Property Tax"
"Choudwar","51.00",NULL,"Property Tax"
"Choudwar","162.00",NULL,"Property Tax"
"Choudwar","99.00","14","Property Tax"
"Choudwar","788.00","16","Property Tax"
"Choudwar","101.00",NULL,"Property Tax"
"Choudwar","1859.00","14","Property Tax"
"Choudwar","67.00",NULL,"Property Tax"
"Choudwar","68.00",NULL,"Property Tax"
"Choudwar","1308.00","14","Property Tax"
"Choudwar","152.00",NULL,"Property Tax"
"Choudwar","187.00","16","Property Tax"
"Choudwar","2436.00","14","Property Tax"
"Cuttack","2112.00",NULL,"Property Tax"
"Cuttack","3075.00","09","Property Tax"
"Cuttack","554.00","11","Property Tax"
"Cuttack","1107.00","02","Property Tax"
"Cuttack","615.00","01","Property Tax"
"Cuttack","1825.00","01","Property Tax"
"Cuttack","1.00","22","Property Tax"
"Cuttack","677.00","01","Property Tax"
"Cuttack","32800.00",NULL,"Property Tax"
"Cuttack","633.00",NULL,"Property Tax"
"Cuttack","984.00",NULL,"Property Tax"
"Cuttack","11050.00","14","Property Tax"
"Cuttack","3157.00","30","Property Tax"
"Cuttack","984.00","15","Property Tax"
"Cuttack","790.00","12","Property Tax"
"Cuttack","150.00",NULL,"Property Tax"
"Cuttack","2325.00","01","Property Tax"
"Cuttack","3875.00","23","Property Tax"
"Cuttack","9492.00","30","Property Tax"
"Cuttack","4305.00","01","Property Tax"
"Cuttack","2225.00",NULL,"Property Tax"
"Cuttack","984.00",NULL,"Property Tax"
"Cuttack","1476.00",NULL,"Property Tax"
"Cuttack","144.00","29","Property Tax"
"Cuttack","2091.00",NULL,"Property Tax"
"Cuttack","410.00","16","Property Tax"
"Cuttack","495.00","34","Property Tax"
"Cuttack","492.00","32","Property Tax"
"Deogarh","1032.00","06","Property Tax"
"Deogarh","515.00",NULL,"Property Tax"
"Deogarh","258.00","06","Property Tax"
"Deogarh","258.00","06","Property Tax"
"Deogarh","4840.00","01","Property Tax"
"Deogarh","2314.00","05","Property Tax"
"Deogarh","1989.00","10","Property Tax"
"Deogarh","1006.00","11","Property Tax"
"Deogarh","3986.00",NULL,"Property Tax"
"Deogarh","736.00","11","Property Tax"
"Deogarh","513.00","01","Property Tax"
"Deogarh","1516.00","02","Property Tax"
"Deogarh","2274.00","05","Property Tax"
"Deogarh","645.00","04","Property Tax"
"Deogarh","517.00",NULL,"Property Tax"
"Deogarh","5180.00",NULL,"Property Tax"
"Deogarh","1601.00",NULL,"Property Tax"
"Deogarh","1523.00",NULL,"Property Tax"
"Deogarh","5190.00","11","Property Tax"
"Deogarh","767.00","07","Property Tax"
"Deogarh","1601.00",NULL,"Property Tax"
"Deogarh","9766.00","09","Property Tax"
"Deogarh","1526.00",NULL,"Property Tax"
"Deogarh","1516.00","02","Property Tax"
"Deogarh","2032.00","08","Property Tax"
"Deogarh","714.00",NULL,"Property Tax"
"Deogarh","513.00","11","Property Tax"
"Deogarh","3333.00",NULL,"Property Tax"
"Deogarh","2560.00",NULL,"Property Tax"
"Deogarh","761.00",NULL,"Property Tax"
"Deogarh","2606.00","01","Property Tax"
"Deogarh","6770.00","05","Property Tax"
"Deogarh","1029.00","05","Property Tax"
"Deogarh","501.00",NULL,"Property Tax"
"Deogarh","2042.00",NULL,"Property Tax"
"Deogarh","516.00","06","Property Tax"
"Deogarh","1296.00","01","Property Tax"
"Deogarh","3817.00","04","Property Tax"
"Deogarh","964.00","03","Property Tax"
"Deogarh","783.00",NULL,"Property Tax"
"Deogarh","1224.00","11","Property Tax"
"Deogarh","2036.00",NULL,"Property Tax"
"Deogarh","1516.00",NULL,"Property Tax"
"Deogarh","517.00",NULL,"Property Tax"
"Deogarh","511.00","11","Property Tax"
"Deogarh","513.00","10","Property Tax"
"Deogarh","1931.00","01","Property Tax"
"Deogarh","1290.00",NULL,"Property Tax"
"Deogarh","2265.00",NULL,"Property Tax"
"Deogarh","1557.00",NULL,"Property Tax"
"Deogarh","4883.00","09","Property Tax"
"Deogarh","1029.00","05","Property Tax"
"Deogarh","1016.00","04","Property Tax"
"Deogarh","258.00","06","Property Tax"
"Deogarh","2487.00",NULL,"Property Tax"
"Deogarh","461.00","11","Property Tax"
"Deogarh","2602.00","09","Property Tax"
"Deogarh","786.00","01","Property Tax"
"Deogarh","3847.00","11","Property Tax"
"Deogarh","1639.00","05","Property Tax"
"Deogarh","1338.00","07","Property Tax"
"Deogarh","514.00","05","Property Tax"
"Deogarh","3154.00",NULL,"Property Tax"
"Deogarh","3533.00","05","Property Tax"
"Deogarh","1936.00","02","Property Tax"
"Deogarh","379.00",NULL,"Property Tax"
"Deogarh","1542.00","02","Property Tax"
"Deogarh","1552.00",NULL,"Property Tax"
"Deogarh","1936.00","02","Property Tax"
"Deogarh","1053.00","05","Property Tax"
"Deogarh","1290.00",NULL,"Property Tax"
"Deogarh","2822.00",NULL,"Property Tax"
"Deogarh","1584.00",NULL,"Property Tax"
"Deogarh","2073.00",NULL,"Property Tax"
"Deogarh","1006.00",NULL,"Property Tax"
"Deogarh","1568.00","05","Property Tax"
"Deogarh","2500.00",NULL,"Property Tax"
"Deogarh","1512.00","05","Property Tax"
"Deogarh","1016.00","08","Property Tax"
"Deogarh","426.00",NULL,"Property Tax"
"Deogarh","922.00","11","Property Tax"
"Deogarh","4159.00","05","Property Tax"
"Deogarh","3847.00","11","Property Tax"
"Deogarh","1516.00","02","Property Tax"
"Deogarh","1016.00","04","Property Tax"
"Deogarh","1106.00","01","Property Tax"
"Deogarh","2847.00",NULL,"Property Tax"
"Deogarh","1518.00",NULL,"Property Tax"
"Deogarh","1521.00","04","Property Tax"
"Deogarh","417.00","11","Property Tax"
"Deogarh","761.00",NULL,"Property Tax"
"Deogarh","767.00",NULL,"Property Tax"
"Deogarh","6474.00",NULL,"Property Tax"
"Deogarh","1176.00","10","Property Tax"
"Deogarh","1428.00",NULL,"Property Tax"
"Deogarh","1034.00","11","Property Tax"
"Deogarh","461.00","11","Property Tax"
"Deogarh","2606.00","01","Property Tax"
"Deogarh","1114.00",NULL,"Property Tax"
"Deogarh","513.00",NULL,"Property Tax"
"Deogarh","760.00",NULL,"Property Tax"
"Deogarh","3333.00",NULL,"Property Tax"
"Deogarh","508.00","01","Property Tax"
"Deogarh","669.00","07","Property Tax"
"Deogarh","1184.00",NULL,"Property Tax"
"Deogarh","426.00","05","Property Tax"
"Deogarh","1534.00","04","Property Tax"
"Deogarh","5054.00",NULL,"Property Tax"
"Deogarh","5204.00","09","Property Tax"
"Deogarh","755.00",NULL,"Property Tax"
"Deogarh","1552.00",NULL,"Property Tax"
"Deogarh","3094.00","01","Property Tax"
"Deogarh","2044.00",NULL,"Property Tax"
"Deogarh","3572.00",NULL,"Property Tax"
"Deogarh","2307.00","05","Property Tax"
"Deogarh","658.00","11","Property Tax"
"Deogarh","3533.00","05","Property Tax"
"Deogarh","1581.00","02","Property Tax"
"Deogarh","460.00","06","Property Tax"
"Deogarh","1559.00","11","Property Tax"
